Bank_Quarter,Credit_Score,Country,Gender,Age,Tenure_Years,Account_Balance,Number_Of_Products,Has_Credit_Card,Active_Status,Estimated_Salary_EUR,Churn_Status
1,514,France,Male,26,6,0.0,2,non credit card holder,Inactive Member,121551.93,Retain
1,753,France,Female,40,5,3768.69,2,credit card holder,Inactive Member,177065.24,Exit
3,548,Germany,Female,36,5,108913.84,2,credit card holder,Active Member,140460.01,Retain
4,850,Germany,Male,28,3,101100.22,2,credit card holder,Active Member,35337.31,Retain
4,612,France,Female,38,4,110615.47,1,credit card holder,Active Member,193502.93,Retain
2,628,Germany,Male,33,4,152143.89,1,credit card holder,Active Member,32174.03,Retain
3,479,France,Male,47,4,121797.09,1,non credit card holder,Active Member,5811.9,Exit
3,724,France,Female,41,6,109798.25,1,non credit card holder,Active Member,149593.61,Retain
3,512,Germany,Male,41,5,122403.24,1,non credit card holder,Active Member,37439.9,Exit
4,638,France,Female,43,3,145860.98,1,credit card holder,Active Member,142763.51,Exit
2,834,Spain,Male,40,7,0.0,2,non credit card holder,Inactive Member,45038.74,Retain
2,781,France,Male,29,6,0.0,2,non credit card holder,Inactive Member,172097.4,Retain
2,707,Germany,Female,48,5,105086.74,1,credit card holder,Active Member,180344.69,Exit
2,670,France,Male,22,5,114991.45,1,credit card holder,Active Member,37392.56,Retain
4,663,Spain,Female,33,3,96769.04,1,credit card holder,Active Member,36864.05,Retain
3,624,France,Female,23,6,0.0,2,non credit card holder,Inactive Member,132418.59,Retain
2,598,France,Female,34,4,0.0,2,non credit card holder,Inactive Member,60894.26,Retain
3,619,Germany,Male,23,6,132725.1,1,credit card holder,Active Member,143913.33,Retain
3,792,France,Female,70,6,0.0,2,credit card holder,Active Member,172240.27,Retain
3,683,France,Female,26,6,0.0,2,credit card holder,Inactive Member,86619.77,Retain
2,691,France,Female,33,4,0.0,2,credit card holder,Inactive Member,164074.89,Retain
3,765,Spain,Female,33,5,84557.82,1,credit card holder,Active Member,69039.43,Retain
2,508,France,Male,49,7,93817.41,2,credit card holder,Active Member,132468.76,Exit
3,637,France,Female,33,5,113913.53,1,non credit card holder,Active Member,65316.5,Retain
4,667,Germany,Female,44,3,140406.68,2,non credit card holder,Active Member,57164.19,Retain
3,575,Spain,Female,22,7,105229.34,1,credit card holder,Active Member,34397.08,Retain
3,744,Spain,Female,46,5,0.0,3,credit card holder,Active Member,177431.59,Exit
4,567,France,Female,41,3,137891.35,1,credit card holder,Inactive Member,142009.46,Exit
4,502,France,Female,35,3,0.0,2,credit card holder,Active Member,80618.47,Retain
2,609,France,Female,53,4,0.0,2,credit card holder,Active Member,124218.27,Retain
1,715,France,Male,37,4,165252.52,1,credit card holder,Inactive Member,85286.3,Retain
4,541,France,Male,32,5,0.0,2,non credit card holder,Inactive Member,40889.14,Retain
3,850,France,Female,71,4,0.0,2,credit card holder,Active Member,107236.87,Retain
4,595,Spain,Male,23,6,0.0,2,credit card holder,Active Member,168085.97,Retain
4,650,Germany,Female,28,6,122034.4,3,non credit card holder,Active Member,146663.43,Exit
4,625,France,Female,44,6,0.0,1,credit card holder,Inactive Member,4791.8,Retain
2,817,France,Male,59,5,118962.58,1,credit card holder,Active Member,120819.58,Retain
4,526,Spain,Male,49,6,0.0,1,credit card holder,Inactive Member,114539.67,Exit
2,850,France,Female,34,6,71379.53,2,credit card holder,Active Member,154000.99,Retain
4,598,France,Female,40,5,171178.25,1,credit card holder,Inactive Member,137980.58,Exit
2,613,France,Male,36,5,131307.11,1,non credit card holder,Inactive Member,83343.73,Retain
3,709,Spain,Male,62,5,0.0,2,credit card holder,Active Member,82195.15,Retain
4,678,Spain,Female,27,5,87099.85,2,credit card holder,Inactive Member,149550.95,Retain
3,720,France,Male,71,6,183135.39,2,credit card holder,Active Member,197688.5,Retain
4,662,France,Male,26,5,0.0,2,non credit card holder,Active Member,72929.96,Retain
1,525,France,Male,51,6,0.0,3,credit card holder,Inactive Member,171045.35,Exit
4,662,France,Male,31,4,0.0,2,non credit card holder,Active Member,27731.05,Retain
4,770,France,Female,33,4,0.0,2,credit card holder,Active Member,126131.9,Retain
2,721,Spain,Female,33,4,72535.45,1,credit card holder,Active Member,103931.49,Retain
3,633,Germany,Male,58,4,128137.42,2,credit card holder,Inactive Member,147635.33,Exit
2,701,France,Male,51,7,0.0,2,non credit card holder,Inactive Member,61961.57,Retain
3,556,Germany,Male,42,7,115915.53,2,non credit card holder,Active Member,125435.47,Exit
1,639,France,Male,66,6,0.0,2,non credit card holder,Active Member,42240.54,Retain
1,632,France,Male,50,4,0.0,2,non credit card holder,Inactive Member,57942.88,Retain
4,456,France,Male,29,3,107000.49,1,credit card holder,Active Member,153419.62,Retain
2,729,Spain,Female,38,6,0.0,2,credit card holder,Inactive Member,189727.12,Retain
3,632,France,Female,34,5,0.0,2,non credit card holder,Inactive Member,165385.55,Retain
3,433,Spain,Male,34,3,152806.74,1,credit card holder,Inactive Member,19687.99,Retain
4,802,France,Female,60,3,92887.06,1,credit card holder,Inactive Member,39473.63,Exit
4,670,France,Male,25,3,0.0,2,credit card holder,Active Member,144723.38,Retain
4,738,Germany,Female,40,3,114940.67,2,credit card holder,Active Member,194895.57,Exit
4,706,Germany,Male,34,3,140641.26,2,credit card holder,Active Member,77271.91,Retain
4,592,Germany,Female,70,3,71816.74,2,credit card holder,Inactive Member,105096.82,Exit
4,522,France,Female,41,3,0.0,2,non credit card holder,Active Member,176780.39,Retain
3,746,France,Male,48,5,165282.42,1,credit card holder,Inactive Member,153786.46,Exit
3,651,Spain,Male,42,4,143145.87,2,credit card holder,Inactive Member,43612.06,Retain
4,494,France,Male,28,6,114731.76,2,non credit card holder,Active Member,79479.74,Retain
4,753,Germany,Female,46,4,113909.69,3,credit card holder,Inactive Member,92320.37,Exit
4,671,Germany,Male,36,6,116695.27,1,non credit card holder,Inactive Member,193201.86,Retain
4,696,France,Male,42,4,0.0,1,non credit card holder,Inactive Member,126353.13,Exit
2,577,Spain,Male,43,4,0.0,2,credit card holder,Active Member,135008.92,Retain
3,587,France,Male,36,4,0.0,2,non credit card holder,Active Member,17135.6,Retain
3,712,Germany,Male,37,5,93978.96,2,credit card holder,Inactive Member,60651.77,Retain
4,498,Germany,Male,35,5,121968.11,2,non credit card holder,Active Member,188343.05,Retain
2,660,France,Male,37,7,97324.91,1,credit card holder,Inactive Member,23291.83,Retain
2,678,Spain,Male,29,6,0.0,2,credit card holder,Inactive Member,64443.75,Retain
3,530,France,Male,37,4,0.0,2,credit card holder,Active Member,287.99,Retain
4,559,France,Female,48,5,0.0,2,non credit card holder,Active Member,137961.41,Retain
4,624,France,Male,42,4,145155.37,1,credit card holder,Inactive Member,72169.95,Exit
3,592,France,Male,28,7,137222.77,1,non credit card holder,Inactive Member,39608.58,Retain
2,767,France,Male,48,6,0.0,2,non credit card holder,Active Member,175458.21,Retain
1,653,Germany,Female,38,4,114268.22,2,credit card holder,Active Member,89524.83,Retain
4,678,Spain,Male,27,6,0.0,2,credit card holder,Active Member,13221.25,Retain
4,586,Spain,Female,42,6,0.0,1,credit card holder,Inactive Member,102889.34,Retain
4,550,France,Female,40,5,150490.32,1,non credit card holder,Inactive Member,166468.21,Exit
2,643,Germany,Male,28,5,160858.13,2,credit card holder,Inactive Member,27149.27,Retain
2,612,Spain,Male,39,4,170288.38,1,credit card holder,Active Member,59601.15,Retain
4,674,Germany,Female,27,3,111568.01,1,non credit card holder,Active Member,22026.18,Retain
4,657,Spain,Male,29,3,83889.03,1,credit card holder,Inactive Member,153059.62,Retain
1,724,Germany,Female,35,7,171982.95,2,non credit card holder,Active Member,167313.07,Retain
3,500,France,Female,34,7,0.0,2,credit card holder,Inactive Member,12833.96,Retain
4,688,France,Male,20,3,137624.4,2,credit card holder,Active Member,197582.79,Retain
4,599,France,Male,50,5,121159.65,1,non credit card holder,Inactive Member,4033.39,Exit
3,631,France,Male,29,6,0.0,2,non credit card holder,Active Member,125877.22,Retain
1,634,Spain,Male,52,5,0.0,2,credit card holder,Active Member,176913.42,Retain
1,545,France,Male,37,4,91184.01,1,credit card holder,Inactive Member,105476.65,Retain
4,644,Spain,Male,18,3,0.0,2,credit card holder,Inactive Member,59172.42,Retain
3,690,Germany,Female,54,3,144027.8,1,credit card holder,Active Member,108731.02,Exit
4,711,France,Female,34,4,0.0,2,credit card holder,Active Member,175310.38,Retain
4,712,France,Female,29,5,140170.61,1,credit card holder,Active Member,38170.04,Retain
3,627,France,Male,27,5,62092.9,1,credit card holder,Active Member,105887.04,Retain
1,694,Spain,Male,39,7,0.0,1,credit card holder,Active Member,95625.03,Retain
1,534,Spain,Male,35,7,0.0,2,non credit card holder,Inactive Member,9541.15,Retain
2,603,France,Male,45,6,0.0,1,non credit card holder,Inactive Member,148516.79,Retain
1,808,France,Female,33,5,103516.87,1,credit card holder,Inactive Member,113907.8,Retain
3,723,Spain,Male,30,5,0.0,3,credit card holder,Inactive Member,164647.72,Exit
4,585,France,Female,35,4,0.0,2,credit card holder,Inactive Member,98621.04,Exit
3,706,France,Male,34,4,0.0,2,credit card holder,Active Member,37479.97,Retain
4,671,France,Female,31,3,0.0,2,credit card holder,Active Member,15846.42,Retain
3,597,Spain,Male,43,4,85162.26,1,non credit card holder,Active Member,5104.08,Exit
4,646,France,Female,43,4,143061.88,1,credit card holder,Inactive Member,61937.6,Retain
3,801,Spain,Female,46,4,0.0,2,credit card holder,Active Member,170008.74,Retain
3,731,Spain,Female,33,6,137388.01,2,credit card holder,Inactive Member,165000.68,Retain
1,620,Germany,Female,25,7,137712.01,1,credit card holder,Active Member,76197.05,Retain
4,484,Germany,Male,40,4,106901.42,2,non credit card holder,Inactive Member,118045.98,Retain
4,647,Spain,Male,47,5,105603.21,2,credit card holder,Active Member,157360.9,Retain
4,688,Germany,Female,40,3,150679.71,2,non credit card holder,Active Member,196226.38,Retain
4,680,Germany,Male,30,3,108300.27,2,non credit card holder,Active Member,44384.57,Exit
4,689,France,Female,46,5,52016.08,2,credit card holder,Active Member,72993.65,Retain
3,513,Germany,Male,34,5,60515.13,1,non credit card holder,Inactive Member,124571.09,Retain
1,553,Germany,Male,35,7,158584.28,2,credit card holder,Inactive Member,43640.16,Retain
4,689,Germany,Male,47,4,118812.5,2,non credit card holder,Inactive Member,31121.42,Retain
4,517,Spain,Male,46,3,0.0,1,credit card holder,Inactive Member,22372.78,Retain
3,731,France,Male,37,5,0.0,2,credit card holder,Active Member,170338.35,Retain
1,687,Germany,Female,47,7,91219.29,1,non credit card holder,Inactive Member,158845.49,Exit
2,507,Spain,Male,32,4,0.0,2,credit card holder,Inactive Member,67926.18,Retain
2,468,France,Female,22,6,76318.64,1,credit card holder,Active Member,194783.12,Retain
2,682,Spain,Female,58,6,0.0,1,credit card holder,Inactive Member,176036.01,Retain
4,603,France,Female,24,3,0.0,1,credit card holder,Active Member,198826.03,Exit
1,522,Germany,Male,25,6,111432.13,1,credit card holder,Active Member,168683.57,Retain
2,629,Spain,Male,41,5,150148.51,1,non credit card holder,Inactive Member,6936.27,Retain
2,729,France,Female,32,7,38550.06,1,non credit card holder,Active Member,179230.23,Retain
2,574,France,Female,39,7,119013.86,1,credit card holder,Inactive Member,103421.91,Retain
2,677,Germany,Female,39,7,111213.64,2,credit card holder,Active Member,147578.26,Retain
3,627,Germany,Male,28,7,71097.23,1,credit card holder,Active Member,130504.49,Retain
3,788,Spain,Male,36,7,109632.85,1,credit card holder,Active Member,16149.13,Retain
3,697,France,Male,63,7,148368.02,1,non credit card holder,Inactive Member,118862.08,Exit
4,578,France,Male,45,6,148600.91,1,credit card holder,Inactive Member,143397.14,Exit
4,519,France,Male,48,6,71083.98,1,credit card holder,Inactive Member,137959.0,Retain
4,632,France,Female,40,6,139625.34,1,credit card holder,Inactive Member,93702.96,Exit
1,679,France,Female,39,6,0.0,1,non credit card holder,Inactive Member,172939.3,Exit
1,699,France,Male,30,6,0.0,1,credit card holder,Active Member,108162.13,Retain
3,615,France,Male,64,6,81564.1,2,non credit card holder,Active Member,35896.09,Retain
3,622,Spain,Male,36,6,0.0,2,credit card holder,Active Member,104852.6,Retain
3,755,France,Female,28,6,124540.28,1,non credit card holder,Active Member,188850.89,Retain
4,767,France,Female,42,5,133616.39,1,credit card holder,Inactive Member,28615.8,Retain
4,752,Germany,Female,38,5,101648.5,2,credit card holder,Inactive Member,172001.44,Retain
1,633,France,Female,26,5,124281.84,1,credit card holder,Active Member,60116.57,Retain
2,717,France,Female,59,5,0.0,2,credit card holder,Active Member,170528.63,Retain
2,585,Spain,Male,45,5,0.0,2,non credit card holder,Inactive Member,189683.7,Retain
2,751,France,Female,37,5,183613.66,2,non credit card holder,Inactive Member,49734.94,Retain
2,754,Germany,Male,65,5,136186.44,1,credit card holder,Active Member,121529.59,Exit
2,495,France,Male,47,5,137682.68,1,credit card holder,Inactive Member,71071.47,Retain
3,650,France,Male,34,5,106005.54,1,non credit card holder,Active Member,142995.32,Retain
4,529,France,Female,31,4,152310.55,1,credit card holder,Inactive Member,13054.25,Retain
1,585,France,Female,43,4,0.0,2,credit card holder,Inactive Member,89402.54,Retain
2,668,Spain,Male,32,4,134446.04,1,non credit card holder,Active Member,111241.37,Retain
2,591,France,Female,38,4,142289.28,1,non credit card holder,Active Member,119638.85,Retain
3,731,France,Male,19,4,0.0,2,credit card holder,Active Member,151581.79,Retain
3,754,France,Female,45,4,0.0,1,credit card holder,Inactive Member,73881.68,Exit
4,650,Germany,Female,46,3,149003.76,2,credit card holder,Inactive Member,176902.83,Retain
4,588,Germany,Male,41,3,131341.46,2,non credit card holder,Active Member,7034.94,Retain
4,712,Spain,Female,29,3,77919.78,1,credit card holder,Inactive Member,122547.58,Retain
4,691,France,Female,34,3,0.0,2,non credit card holder,Active Member,161559.12,Retain
4,771,France,Female,41,3,108309.0,4,credit card holder,Active Member,137510.41,Exit
4,678,Spain,Female,39,3,0.0,1,non credit card holder,Active Member,185366.56,Retain
4,719,Spain,Female,40,3,0.0,2,credit card holder,Inactive Member,182224.14,Retain
2,610,Germany,Male,36,4,115462.02,1,non credit card holder,Active Member,42581.04,Retain
4,722,Spain,Male,37,5,0.0,2,credit card holder,Inactive Member,31921.95,Retain
2,758,Germany,Female,23,4,122739.1,1,credit card holder,Inactive Member,102460.84,Exit
2,709,France,Female,32,7,0.0,2,non credit card holder,Inactive Member,109681.29,Retain
4,634,Germany,Female,53,3,113781.5,2,credit card holder,Active Member,106345.05,Exit
1,678,Spain,Female,49,6,0.0,2,credit card holder,Active Member,102472.9,Retain
2,633,France,Male,35,7,0.0,2,credit card holder,Active Member,36249.76,Retain
4,710,France,Male,43,6,128284.45,1,credit card holder,Inactive Member,32996.89,Exit
2,640,Germany,Male,45,6,120591.19,1,non credit card holder,Inactive Member,195123.94,Retain
3,656,France,Male,63,6,0.0,2,non credit card holder,Active Member,57014.43,Retain
3,551,France,Female,59,6,166968.28,1,credit card holder,Inactive Member,159483.76,Exit
2,786,Spain,Female,39,5,0.0,2,non credit card holder,Inactive Member,100929.59,Retain
2,561,France,Female,49,5,0.0,2,credit card holder,Active Member,12513.07,Retain
3,807,Spain,Male,42,5,0.0,2,credit card holder,Active Member,74900.9,Retain
3,602,Germany,Male,38,5,71667.97,2,non credit card holder,Inactive Member,137111.89,Retain
1,727,Germany,Female,31,4,82729.47,2,credit card holder,Inactive Member,60212.51,Retain
2,678,France,Male,40,4,0.0,2,credit card holder,Active Member,187343.4,Retain
2,730,France,Male,23,4,0.0,2,credit card holder,Inactive Member,183284.53,Retain
3,596,Spain,Female,30,4,0.0,2,credit card holder,Inactive Member,8125.39,Retain
4,686,Germany,Male,39,3,129626.19,2,credit card holder,Active Member,103220.56,Retain
3,684,Germany,Female,26,5,114035.39,1,non credit card holder,Inactive Member,96885.19,Retain
3,797,Germany,Male,32,5,151922.94,1,credit card holder,Inactive Member,8877.06,Retain
3,658,France,Female,39,4,0.0,1,credit card holder,Active Member,147530.06,Retain
4,653,Spain,Female,27,3,107751.68,2,credit card holder,Active Member,33389.42,Retain
4,641,France,Male,37,6,0.0,2,credit card holder,Inactive Member,45309.24,Retain
1,656,Spain,Female,41,6,101179.23,2,credit card holder,Active Member,35230.61,Retain
4,750,Spain,Female,36,3,0.0,2,credit card holder,Active Member,59816.41,Retain
4,768,France,Female,40,3,0.0,2,non credit card holder,Active Member,69080.46,Retain
4,568,France,Male,33,6,0.0,2,credit card holder,Inactive Member,143450.61,Retain
4,706,Germany,Male,36,5,58571.18,2,credit card holder,Inactive Member,40774.01,Retain
3,430,Germany,Female,38,4,153058.64,1,credit card holder,Inactive Member,99377.27,Retain
1,745,Germany,Male,35,5,98270.34,1,credit card holder,Inactive Member,133617.43,Retain
3,747,France,Male,43,5,130788.71,1,non credit card holder,Active Member,101495.0,Exit
4,657,Germany,Male,40,3,99165.84,1,non credit card holder,Active Member,119333.95,Exit
4,639,France,Female,42,6,0.0,2,non credit card holder,Inactive Member,167682.37,Retain
